"(0, 1000, 'greedy', 0, 1)","(0, 1000, 'greedy', 0, 5)","(0, 1000, 'greedy', 0, 10)","(0, 1000, 'greedy', 0, 20)","(0, 1000, 'constant-epsilon', 0.1, 1)","(0, 1000, 'constant-epsilon', 0.1, 5)","(0, 1000, 'constant-epsilon', 0.1, 10)","(0, 1000, 'constant-epsilon', 0.1, 20)","(0, 1000, 'epsilon_greedy', 0.1, 1)","(0, 1000, 'epsilon_greedy', 0.1, 5)","(0, 1000, 'epsilon_greedy', 0.1, 10)","(0, 1000, 'epsilon_greedy', 0.1, 20)","(0, 1000, 'boltzmann_exploration', 1.5, 1)","(0, 1000, 'boltzmann_exploration', 1.5, 5)","(0, 1000, 'boltzmann_exploration', 1.5, 10)","(0, 1000, 'boltzmann_exploration', 1.5, 20)","(0.25, 1000, 'greedy', 0, 1)","(0.25, 1000, 'greedy', 0, 5)","(0.25, 1000, 'greedy', 0, 10)","(0.25, 1000, 'greedy', 0, 20)","(0.25, 1000, 'constant-epsilon', 0.1, 1)","(0.25, 1000, 'constant-epsilon', 0.1, 5)","(0.25, 1000, 'constant-epsilon', 0.1, 10)","(0.25, 1000, 'constant-epsilon', 0.1, 20)","(0.25, 1000, 'epsilon_greedy', 0.1, 1)","(0.25, 1000, 'epsilon_greedy', 0.1, 5)","(0.25, 1000, 'epsilon_greedy', 0.1, 10)","(0.25, 1000, 'epsilon_greedy', 0.1, 20)","(0.25, 1000, 'boltzmann_exploration', 1.5, 1)","(0.25, 1000, 'boltzmann_exploration', 1.5, 5)","(0.25, 1000, 'boltzmann_exploration', 1.5, 10)","(0.25, 1000, 'boltzmann_exploration', 1.5, 20)","(0.5, 1000, 'greedy', 0, 1)","(0.5, 1000, 'greedy', 0, 5)","(0.5, 1000, 'greedy', 0, 10)","(0.5, 1000, 'greedy', 0, 20)","(0.5, 1000, 'constant-epsilon', 0.1, 1)","(0.5, 1000, 'constant-epsilon', 0.1, 5)","(0.5, 1000, 'constant-epsilon', 0.1, 10)","(0.5, 1000, 'constant-epsilon', 0.1, 20)","(0.5, 1000, 'epsilon_greedy', 0.1, 1)","(0.5, 1000, 'epsilon_greedy', 0.1, 5)","(0.5, 1000, 'epsilon_greedy', 0.1, 10)","(0.5, 1000, 'epsilon_greedy', 0.1, 20)","(0.5, 1000, 'boltzmann_exploration', 1.5, 1)","(0.5, 1000, 'boltzmann_exploration', 1.5, 5)","(0.5, 1000, 'boltzmann_exploration', 1.5, 10)","(0.5, 1000, 'boltzmann_exploration', 1.5, 20)","(0.75, 1000, 'greedy', 0, 1)","(0.75, 1000, 'greedy', 0, 5)","(0.75, 1000, 'greedy', 0, 10)","(0.75, 1000, 'greedy', 0, 20)","(0.75, 1000, 'constant-epsilon', 0.1, 1)","(0.75, 1000, 'constant-epsilon', 0.1, 5)","(0.75, 1000, 'constant-epsilon', 0.1, 10)","(0.75, 1000, 'constant-epsilon', 0.1, 20)","(0.75, 1000, 'epsilon_greedy', 0.1, 1)","(0.75, 1000, 'epsilon_greedy', 0.1, 5)","(0.75, 1000, 'epsilon_greedy', 0.1, 10)","(0.75, 1000, 'epsilon_greedy', 0.1, 20)","(0.75, 1000, 'boltzmann_exploration', 1.5, 1)","(0.75, 1000, 'boltzmann_exploration', 1.5, 5)","(0.75, 1000, 'boltzmann_exploration', 1.5, 10)","(0.75, 1000, 'boltzmann_exploration', 1.5, 20)","(1, 1000, 'greedy', 0, 1)","(1, 1000, 'greedy', 0, 5)","(1, 1000, 'greedy', 0, 10)","(1, 1000, 'greedy', 0, 20)","(1, 1000, 'constant-epsilon', 0.1, 1)","(1, 1000, 'constant-epsilon', 0.1, 5)","(1, 1000, 'constant-epsilon', 0.1, 10)","(1, 1000, 'constant-epsilon', 0.1, 20)","(1, 1000, 'epsilon_greedy', 0.1, 1)","(1, 1000, 'epsilon_greedy', 0.1, 5)","(1, 1000, 'epsilon_greedy', 0.1, 10)","(1, 1000, 'epsilon_greedy', 0.1, 20)","(1, 1000, 'boltzmann_exploration', 1.5, 1)","(1, 1000, 'boltzmann_exploration', 1.5, 5)","(1, 1000, 'boltzmann_exploration', 1.5, 10)","(1, 1000, 'boltzmann_exploration', 1.5, 20)"
32.16,65.16,69.08,69.36,47.28,56.16,58.2,47.36,56.44,55.6,55.24,56.04,35.32,52.6,57.16,60.8,32.16,64.56,65.48,69.36,52.44,52.44,54.76,45.72,51.92,56.4,54.44,53.68,33.92,58.16,64.12,56.48,32.16,64.76,66.92,69.36,61.04,45.56,58.92,52.72,51.12,51.0,54.64,50.0,34.16,53.6,64.0,57.36,32.16,64.76,64.36,69.36,52.8,57.68,58.4,47.4,53.96,50.4,59.8,49.8,35.32,60.12,61.96,61.04,32.16,65.4,66.92,69.36,52.56,57.44,54.56,48.32,51.92,53.8,55.76,48.76,34.12,61.12,63.6,57.36
29.8,65.08,66.4,68.72,45.52,49.68,56.76,43.08,47.52,50.48,49.4,45.72,36.08,55.68,56.0,55.08,29.8,64.48,64.32,68.72,46.16,51.84,47.44,43.24,45.64,49.0,48.0,45.56,35.92,52.4,59.76,60.12,29.8,64.44,65.56,68.72,49.92,39.48,51.68,48.0,46.68,48.4,47.96,43.6,35.8,59.48,59.2,53.12,29.8,64.44,65.08,68.72,47.8,42.08,48.84,42.44,45.52,46.48,46.32,45.2,36.48,57.84,60.32,56.36,29.8,65.84,65.4,68.72,43.2,47.76,47.52,43.32,49.4,45.24,48.36,45.92,36.88,60.44,63.8,55.4
30.28,50.44,55.88,55.44,45.8,49.88,43.84,38.48,48.2,46.64,45.12,43.48,32.52,41.8,47.12,47.44,30.28,50.24,56.84,55.44,46.36,46.56,42.0,40.76,42.92,46.2,39.84,43.4,32.36,44.72,47.48,51.88,30.28,52.88,55.04,55.44,47.36,44.44,45.4,43.48,51.32,41.16,47.48,42.2,31.84,44.68,52.16,47.36,30.28,52.88,53.88,55.44,43.96,41.64,40.76,41.0,49.68,43.16,49.6,47.44,32.16,48.44,48.76,50.96,30.28,53.92,54.84,55.44,45.96,43.68,45.32,41.88,47.52,43.28,47.8,44.96,32.04,48.8,54.56,51.96
31.32,67.72,68.16,69.72,47.2,56.68,54.8,50.2,46.12,54.96,59.72,52.4,36.04,46.2,59.0,58.72,31.32,64.72,67.76,69.72,51.48,50.64,53.24,42.2,51.2,58.36,53.04,51.16,34.88,54.12,63.4,60.36,31.32,64.8,68.0,69.72,47.76,52.44,56.88,50.84,49.68,53.96,48.0,50.4,34.72,57.04,60.96,53.56,31.32,64.8,69.04,69.72,48.28,53.56,49.6,52.8,51.44,54.24,53.6,44.96,34.92,56.28,57.8,55.0,31.32,66.04,69.12,69.72,45.4,54.72,45.76,45.6,50.4,53.04,50.44,52.04,34.88,61.64,61.04,57.88
27.4,61.0,60.88,62.68,41.28,45.08,43.48,43.84,40.32,46.72,46.76,43.44,35.04,48.84,52.16,52.12,27.4,60.92,61.44,62.68,41.68,47.88,41.4,45.16,42.24,45.6,45.32,39.84,32.96,46.96,46.96,52.6,27.4,62.44,61.4,62.68,42.52,37.04,43.92,46.2,43.04,40.52,41.48,44.32,32.52,52.92,54.32,51.68,27.4,62.44,61.84,62.68,42.72,40.84,40.56,45.92,43.36,45.12,41.76,48.84,32.6,50.76,51.92,57.64,27.4,63.88,61.52,62.68,37.36,42.28,39.2,45.96,43.4,40.56,42.6,45.76,32.84,54.92,55.56,49.12
31.44,58.0,57.56,59.0,39.04,44.64,45.28,47.52,44.04,41.16,43.72,43.4,33.92,50.04,53.56,50.64,31.44,59.32,57.28,59.0,40.24,42.2,46.8,44.8,43.64,43.84,48.68,44.76,34.88,47.76,51.16,56.64,31.44,60.88,55.92,59.0,43.88,45.08,42.6,47.24,42.56,40.36,47.96,44.6,32.64,52.72,54.88,52.8,31.44,60.88,55.72,59.0,40.8,43.96,41.16,49.96,41.08,38.6,46.08,46.48,33.24,52.48,55.6,56.44,31.44,60.08,55.64,59.0,38.48,44.84,44.72,44.44,42.36,40.56,44.4,47.76,33.0,52.16,55.52,51.2
28.88,58.64,61.48,63.32,41.68,45.64,46.32,43.36,45.0,47.84,43.08,42.72,34.56,50.84,49.88,46.92,28.88,59.24,60.44,63.32,46.56,46.64,47.24,44.08,42.4,43.76,41.24,45.76,36.56,52.16,55.0,56.2,28.88,58.64,60.84,63.32,48.24,43.4,43.64,47.96,45.96,43.96,47.64,47.64,35.12,55.64,57.56,55.52,28.88,58.64,59.12,63.32,42.56,45.64,44.16,48.2,43.96,46.0,47.76,46.08,35.08,57.0,57.88,54.76,28.88,58.68,60.6,63.32,44.16,49.36,41.84,44.56,47.04,42.52,41.52,39.76,34.04,57.8,56.68,48.88
32.0,71.32,72.96,75.92,50.84,53.72,52.32,47.6,51.68,53.68,54.0,53.28,35.44,55.6,61.28,58.04,32.0,70.48,71.12,75.92,50.2,57.08,55.04,47.68,50.8,54.8,54.88,52.24,34.84,53.84,64.72,68.2,32.0,70.56,72.08,75.92,52.4,50.16,55.2,55.2,52.8,54.96,55.12,54.68,34.32,63.52,60.08,62.56,32.0,70.56,71.28,75.92,51.96,49.72,58.04,49.24,49.04,57.76,57.92,53.96,35.52,58.8,67.12,66.08,32.0,72.2,71.96,75.92,50.24,54.44,56.72,49.84,55.24,50.6,57.44,53.12,34.4,59.32,66.8,62.76
31.08,58.56,59.36,59.48,44.08,42.48,42.36,44.24,42.12,45.32,39.8,44.0,33.88,48.92,55.12,46.56,31.08,56.44,57.0,59.48,47.08,40.08,40.48,42.64,43.6,39.96,41.16,45.0,34.96,46.92,56.68,54.08,31.08,55.96,56.88,59.48,42.4,40.2,42.48,46.32,40.88,41.0,41.6,46.88,34.92,54.44,58.16,52.72,31.08,55.96,58.8,59.48,38.44,41.68,43.12,41.32,44.84,41.12,44.72,45.4,34.24,53.12,55.48,54.28,31.08,56.12,58.4,59.48,40.08,42.36,41.76,45.2,41.84,38.12,42.2,45.32,34.72,53.28,58.92,51.16
31.4,67.96,68.2,69.84,49.44,54.76,49.76,43.0,48.52,49.56,52.2,46.12,35.96,51.92,56.52,58.08,31.4,67.96,68.56,69.84,48.32,55.84,52.84,49.2,49.44,49.4,51.2,48.16,34.76,58.04,58.92,54.52,31.4,67.68,68.52,69.84,50.04,47.44,48.16,51.48,46.92,49.08,53.8,52.56,35.12,54.72,64.32,58.92,31.4,67.68,67.68,69.84,46.44,46.48,53.04,45.44,46.8,52.84,52.28,53.28,35.56,59.2,61.84,62.6,31.4,68.44,68.32,69.84,45.48,51.6,50.16,47.2,54.04,51.4,51.0,50.36,34.8,58.44,62.52,57.68
32.16,65.68,71.04,70.28,45.52,54.16,51.08,49.76,50.2,51.56,51.88,48.28,35.96,50.6,58.92,60.52,32.16,63.36,68.48,70.28,50.08,50.16,47.48,44.08,51.64,52.16,52.96,45.0,34.2,54.32,60.56,61.04,32.16,63.04,68.76,70.28,51.52,47.68,46.56,49.36,50.48,55.08,49.0,53.64,34.2,53.76,66.92,56.4,32.16,63.04,71.72,70.28,53.0,46.24,50.24,47.8,50.56,53.64,53.92,51.0,34.64,58.48,65.16,56.72,32.16,64.96,71.2,70.28,44.76,46.16,47.44,48.4,48.52,51.04,50.4,47.2,33.92,62.64,65.32,59.2
30.0,55.16,55.08,58.16,43.32,45.96,43.88,42.4,45.6,45.48,41.48,43.16,36.72,43.52,49.28,47.76,30.0,55.4,55.28,58.16,44.48,46.56,45.92,43.8,46.4,41.6,43.72,40.76,35.4,44.52,47.44,47.76,30.0,55.44,54.76,58.16,44.36,42.48,42.32,41.8,41.28,43.8,42.12,45.96,35.36,45.64,50.56,48.16,30.0,55.44,54.44,58.16,45.04,43.64,45.4,46.6,43.48,44.8,42.92,39.4,35.24,46.68,53.56,46.6,30.0,54.6,54.44,58.16,41.76,39.36,47.12,39.96,46.68,46.88,43.76,41.48,35.12,52.24,52.6,49.88
30.68,60.68,65.12,64.8,44.24,49.84,46.24,45.16,41.36,45.84,50.64,44.84,34.64,49.36,57.0,58.0,30.68,59.92,63.76,64.8,46.36,50.24,45.72,44.08,45.64,48.2,45.4,40.44,36.72,50.72,61.08,55.72,30.68,61.64,63.4,64.8,43.6,44.76,51.24,44.32,44.92,48.36,43.4,48.96,34.56,49.28,61.2,55.24,30.68,61.64,63.56,64.8,40.8,45.88,44.88,48.32,43.92,45.4,42.92,41.92,34.68,54.12,62.88,54.48,30.68,64.16,63.36,64.8,38.36,45.04,48.36,45.48,45.0,43.08,47.56,45.72,36.76,56.88,58.2,54.16
31.52,64.48,70.52,72.8,52.64,55.56,51.8,49.44,51.32,49.12,53.28,43.12,34.32,50.2,55.0,55.44,31.52,64.4,69.76,72.8,53.12,54.6,49.28,49.28,45.96,52.68,52.36,55.24,36.16,49.56,64.0,61.48,31.52,64.24,70.28,72.8,55.52,49.76,52.48,48.6,52.84,50.84,50.76,53.16,35.64,57.24,68.04,58.28,31.52,64.24,69.76,72.8,45.24,48.96,51.48,49.76,56.72,50.72,51.84,48.12,36.48,60.92,64.52,60.8,31.52,67.16,70.0,72.8,53.84,47.6,48.84,42.96,52.24,54.76,48.52,52.28,34.92,61.4,66.36,59.92
31.84,52.36,52.4,51.96,40.52,44.52,46.16,44.4,38.04,45.0,41.88,43.72,33.56,41.08,47.04,41.32,31.84,51.44,53.84,51.96,40.08,44.4,42.24,44.2,41.92,41.24,44.24,45.64,34.36,42.48,48.28,48.32,31.84,51.88,53.6,51.96,44.8,42.88,42.68,42.92,41.64,44.24,38.88,43.72,34.0,47.6,48.96,45.64,31.84,51.88,53.12,51.96,39.68,41.6,45.12,46.16,45.32,38.72,42.4,44.4,33.68,49.56,48.36,46.0,31.84,52.2,53.04,51.96,44.6,41.4,42.2,44.08,41.92,46.08,43.48,47.36,33.72,46.72,50.76,46.28
33.6,67.48,69.68,73.2,51.76,42.24,47.68,49.24,51.96,44.84,45.88,45.56,37.44,47.72,58.08,65.24,33.6,70.4,70.04,73.2,52.48,41.84,45.52,51.52,49.08,49.16,48.16,47.0,36.84,54.56,69.28,65.32,33.6,70.08,70.32,73.2,52.52,42.84,48.0,46.84,51.56,42.28,49.72,50.24,36.52,57.4,66.24,63.08,33.6,70.08,70.36,73.2,46.4,39.52,46.08,51.24,51.28,37.6,53.4,49.52,36.48,59.48,62.76,63.2,33.6,72.72,70.08,73.2,50.24,40.28,42.8,41.12,52.6,43.36,47.52,49.48,36.36,57.84,67.92,59.72
31.56,61.0,59.56,61.24,49.48,44.12,47.36,49.16,48.56,43.0,43.28,51.76,32.72,43.04,50.48,54.32,31.56,61.28,58.36,61.24,44.6,51.6,51.2,48.92,50.68,48.44,48.56,44.96,33.2,45.76,53.2,54.44,31.56,61.52,58.12,61.24,46.04,47.04,45.56,50.52,48.4,41.32,45.32,49.6,33.32,52.08,56.4,53.28,31.56,61.52,58.56,61.24,45.52,48.4,48.6,51.88,47.56,47.44,50.0,50.48,33.36,51.44,55.4,57.24,31.56,61.96,58.6,61.24,47.52,47.04,50.12,46.4,51.52,43.2,49.72,48.36,33.56,53.08,57.12,50.64
30.2,65.84,68.96,68.72,47.48,45.16,41.12,43.12,44.24,46.28,42.0,48.96,34.48,49.24,54.52,59.32,30.2,64.96,69.28,68.72,46.0,48.12,46.84,41.52,49.84,45.24,46.88,47.04,33.48,52.4,56.2,59.04,30.2,66.48,69.56,68.72,48.84,48.12,46.4,49.36,46.72,47.36,44.2,42.4,34.0,54.36,58.72,57.16,30.2,66.48,68.24,68.72,48.56,43.84,48.32,46.24,47.04,44.92,47.84,46.8,34.96,58.76,60.36,59.44,30.2,66.6,69.24,68.72,44.76,48.56,46.8,42.96,49.36,45.16,47.2,47.32,34.0,60.92,58.24,57.12
29.4,55.72,58.16,57.56,44.64,45.32,39.68,42.4,43.68,40.84,40.8,42.84,33.8,42.56,47.64,50.36,29.4,56.04,58.52,57.56,43.88,45.36,41.32,40.88,44.32,40.08,46.48,42.44,34.28,48.6,51.72,50.88,29.4,57.24,57.92,57.56,45.68,43.12,44.72,42.8,41.04,43.48,47.48,43.0,33.84,48.2,51.92,50.32,29.4,57.24,57.72,57.56,40.0,45.0,40.08,46.96,43.88,40.96,44.4,45.48,34.24,48.56,54.28,52.8,29.4,57.6,57.72,57.56,40.92,43.52,40.08,41.36,43.72,43.84,41.52,39.04,32.68,50.96,55.0,51.12
28.2,57.2,58.2,57.84,36.52,38.28,35.96,39.0,36.24,37.04,38.36,41.12,32.72,44.0,48.08,50.92,28.2,56.48,58.64,57.84,34.52,39.88,41.8,40.44,33.76,38.44,40.32,35.64,33.32,47.32,52.4,52.76,28.2,57.48,57.36,57.84,38.2,36.8,38.04,37.44,38.2,36.64,37.6,37.48,33.12,46.8,54.44,52.16,28.2,57.48,57.72,57.84,34.36,36.88,37.84,40.36,35.88,36.68,38.04,41.04,32.88,47.0,52.0,46.48,28.2,57.64,57.64,57.84,36.04,40.04,35.24,39.96,35.12,37.52,34.08,40.56,31.88,49.76,52.08,48.68
31.28,61.48,61.6,61.76,44.08,46.32,41.6,41.4,47.04,44.64,40.84,42.2,33.2,43.28,54.0,51.32,31.28,61.44,61.4,61.76,48.04,40.88,44.24,38.0,46.76,41.64,40.96,44.4,33.76,46.08,55.36,52.4,31.28,61.28,61.92,61.76,46.04,43.32,41.88,44.24,46.92,43.48,43.24,39.84,32.8,51.76,53.56,51.36,31.28,61.28,62.24,61.76,44.8,39.44,44.16,46.04,45.56,47.04,45.4,40.4,33.32,50.08,57.52,58.08,31.28,62.24,62.12,61.76,47.6,41.64,42.32,40.76,47.08,44.24,38.76,44.88,32.84,53.52,56.16,53.6
34.36,60.36,62.48,63.84,51.0,46.4,45.28,49.52,50.16,44.72,43.56,46.12,34.6,48.92,52.0,57.84,34.36,59.72,62.24,63.84,47.6,48.32,46.12,46.96,48.96,45.12,38.24,44.48,34.44,49.0,56.92,53.04,34.36,60.72,61.56,63.84,49.2,44.64,49.32,41.32,48.0,47.92,41.08,48.44,34.4,50.24,59.8,57.52,34.36,60.72,62.2,63.84,49.8,45.72,47.92,44.84,46.12,48.52,43.64,46.52,34.88,55.44,58.28,56.12,34.36,60.96,61.8,63.84,49.12,42.28,43.48,50.64,52.52,43.76,43.16,44.72,35.88,59.68,60.88,51.84
30.64,60.64,66.88,66.96,49.36,50.48,44.4,46.68,50.68,56.8,46.84,45.96,34.4,45.44,50.4,54.08,30.64,63.16,66.6,66.96,51.84,52.0,53.52,45.84,47.44,49.92,47.52,48.84,34.64,54.0,60.96,55.12,30.64,63.52,66.8,66.96,56.64,48.0,49.16,56.2,50.24,54.6,46.16,51.36,33.8,53.76,59.0,53.52,30.64,63.52,66.16,66.96,53.6,49.24,48.44,45.96,53.96,50.32,47.28,49.52,34.04,55.4,57.56,56.28,30.64,63.72,67.16,66.96,51.8,46.56,46.08,48.84,49.56,47.6,46.28,51.2,34.04,59.24,61.48,54.04
31.32,56.84,60.2,60.04,39.68,42.36,40.04,41.64,44.68,44.28,38.68,40.4,32.92,44.72,55.32,52.04,31.32,55.32,59.52,60.04,41.92,42.12,40.28,45.96,46.0,39.76,42.2,43.08,36.0,44.76,56.16,50.48,31.32,55.12,59.0,60.04,43.16,42.28,43.68,41.04,41.76,43.56,44.16,39.52,35.84,51.64,56.08,50.88,31.32,55.12,59.28,60.04,44.6,43.96,43.48,42.0,42.36,43.88,37.92,42.68,33.28,48.24,53.68,52.6,31.32,57.72,60.08,60.04,42.52,47.6,42.76,45.08,46.16,45.88,47.88,42.28,35.08,50.84,57.64,49.84
27.72,59.52,61.92,62.64,39.76,46.44,38.0,46.0,44.52,44.0,40.76,42.8,33.28,52.4,55.4,51.4,27.72,59.8,60.24,62.64,41.56,42.16,43.96,43.48,41.6,40.76,40.4,44.64,33.76,51.16,59.08,57.6,27.72,60.08,60.64,62.64,40.72,41.64,44.76,43.44,43.72,45.96,42.24,39.44,33.64,49.6,55.8,55.12,27.72,60.08,60.8,62.64,41.84,41.12,41.8,46.28,44.16,41.8,41.68,39.88,33.88,49.72,58.2,50.68,27.72,62.12,60.44,62.64,43.8,44.36,42.0,39.92,43.24,42.48,41.84,42.68,33.76,48.0,59.68,53.56
37.08,57.04,62.96,63.16,44.36,43.8,38.92,43.44,43.28,40.56,37.96,38.24,34.96,48.24,57.04,53.04,37.08,60.24,62.28,63.16,44.6,45.24,40.16,40.92,45.24,41.6,39.84,40.44,34.24,50.76,58.16,55.64,37.08,60.52,63.16,63.16,45.12,46.32,41.44,43.64,43.48,41.72,43.64,39.72,35.16,49.64,54.96,55.08,37.08,60.52,61.4,63.16,43.24,37.48,40.24,41.28,43.32,42.12,41.64,41.6,34.4,56.08,53.24,55.04,37.08,61.92,62.76,63.16,43.08,43.56,41.12,41.96,46.2,41.4,43.56,38.84,34.2,55.2,58.32,53.16
33.24,61.0,62.32,64.04,41.48,46.88,42.8,45.72,46.68,47.0,49.24,42.88,35.16,48.48,50.96,53.32,33.24,59.68,60.92,64.04,43.52,43.44,45.88,48.04,43.8,49.0,43.12,42.76,33.84,47.12,59.76,55.92,33.24,59.56,62.68,64.04,46.2,45.8,48.24,49.92,47.08,51.68,43.24,44.44,35.0,51.04,57.36,56.04,33.24,59.56,63.6,64.04,43.16,44.28,41.2,48.16,48.28,46.24,46.16,46.64,34.92,50.88,57.0,56.16,33.24,62.08,63.32,64.04,45.24,47.28,48.48,45.6,48.2,46.44,43.08,46.24,34.84,50.24,60.12,50.48
30.28,60.32,66.08,67.16,47.6,50.84,47.92,51.64,54.88,51.2,46.64,46.24,33.8,47.56,61.0,57.04,30.28,59.44,65.44,67.16,51.28,48.56,50.88,54.28,48.6,44.04,43.28,50.96,34.84,53.56,64.28,56.84,30.28,60.56,65.52,67.16,50.12,48.12,49.04,49.68,46.76,50.32,45.48,46.84,34.64,50.4,59.8,56.44,30.28,60.56,66.6,67.16,50.6,47.0,48.0,50.44,45.92,46.36,43.56,45.44,34.96,53.88,60.64,57.4,30.28,64.92,66.48,67.16,48.0,49.08,51.48,49.24,50.68,45.2,48.4,45.08,33.68,52.44,61.4,54.84
31.56,56.0,59.84,59.4,44.48,46.88,44.72,50.88,45.84,43.56,41.4,42.12,33.52,46.88,51.04,53.24,31.56,55.72,58.32,59.4,46.64,47.72,48.88,40.56,38.44,42.8,46.12,49.36,33.6,49.32,57.56,51.2,31.56,57.64,57.84,59.4,44.72,42.16,46.0,40.2,44.16,45.56,49.88,49.56,33.76,49.04,52.48,53.08,31.56,57.64,58.4,59.4,44.68,42.64,44.52,46.6,46.76,46.0,38.68,43.72,33.48,46.68,55.92,54.2,31.56,57.64,58.08,59.4,44.2,47.28,44.64,45.76,46.48,43.56,42.0,41.96,33.88,50.52,55.96,51.68
29.76,58.88,57.92,58.96,42.88,40.08,42.48,44.92,45.24,37.92,38.76,43.04,35.6,42.36,49.6,52.64,29.76,59.12,58.96,58.96,42.72,41.52,49.48,45.48,44.68,41.28,40.08,43.6,35.96,46.0,51.88,53.52,29.76,60.6,58.6,58.96,43.24,41.68,44.32,45.24,45.08,44.84,41.24,43.48,36.2,45.12,53.28,52.2,29.76,60.6,58.72,58.96,42.32,41.32,43.48,43.88,43.6,41.4,40.56,44.32,35.44,46.48,50.6,53.84,29.76,60.36,58.32,58.96,43.32,41.0,45.4,44.64,46.24,37.2,43.52,40.2,35.48,50.16,56.4,50.04
30.8,58.68,60.12,64.24,47.32,41.08,42.88,42.16,45.44,37.52,41.16,40.48,35.0,45.84,56.24,53.72,30.8,56.76,58.28,64.24,43.8,41.6,42.6,43.92,49.24,46.64,39.36,44.12,34.0,50.08,56.52,51.32,30.8,57.24,58.56,64.24,45.04,41.68,42.52,44.08,45.04,44.0,39.04,40.4,33.76,48.48,51.48,46.96,30.8,57.24,58.64,64.24,41.84,40.72,43.76,44.24,44.88,43.36,41.76,42.32,34.08,54.08,59.24,49.92,30.8,58.32,58.32,64.24,43.32,43.92,44.68,41.56,49.96,44.04,42.48,38.64,33.32,55.12,58.48,49.24
33.08,68.24,67.0,66.68,46.84,44.28,46.12,43.6,46.76,49.44,47.44,48.4,37.28,51.36,59.28,57.32,33.08,67.84,67.04,66.68,44.52,49.52,44.32,45.52,47.16,42.2,44.6,45.28,35.48,56.68,58.36,59.2,33.08,67.12,66.92,66.68,45.52,47.84,41.72,47.4,46.72,51.32,47.96,46.16,34.88,58.76,54.8,55.16,33.08,67.12,67.12,66.68,43.76,46.84,44.96,50.88,45.96,46.24,43.88,42.52,36.88,51.64,61.08,60.68,33.08,67.52,66.68,66.68,42.16,47.68,46.08,45.0,47.32,40.48,49.08,43.08,37.24,57.44,64.52,58.76
27.52,64.32,64.36,64.64,46.48,40.0,49.8,42.8,47.8,47.12,45.68,44.12,35.4,47.04,52.48,51.92,27.52,63.48,64.24,64.64,43.44,50.16,43.96,48.96,43.84,44.6,44.56,45.72,33.04,49.52,58.36,51.88,27.52,63.08,63.96,64.64,43.6,45.64,41.76,49.08,43.96,47.68,47.68,45.16,33.72,54.44,58.96,54.64,27.52,63.08,63.88,64.64,48.76,42.52,50.92,47.64,46.0,45.32,50.56,46.32,33.44,55.4,57.72,50.56,27.52,62.68,64.36,64.64,44.88,44.88,52.32,46.88,45.6,49.56,50.56,46.36,34.64,56.04,61.52,51.72
32.36,60.56,62.88,65.16,48.32,41.84,45.24,43.36,46.32,43.56,45.48,41.8,36.72,50.4,51.72,55.28,32.36,59.96,61.88,65.16,49.0,47.76,45.28,43.2,39.68,43.96,46.76,43.52,36.24,52.4,62.04,49.0,32.36,59.76,62.24,65.16,46.36,45.84,42.4,46.12,44.2,46.88,42.76,43.84,36.48,52.36,54.6,59.08,32.36,59.76,61.32,65.16,44.36,41.92,44.2,46.04,43.16,43.88,41.68,43.52,37.0,52.12,57.4,56.72,32.36,59.64,62.84,65.16,44.12,44.08,42.16,43.6,45.24,43.0,46.52,42.08,35.32,49.72,60.52,53.88
33.64,61.88,61.08,62.16,46.44,38.08,45.36,43.68,46.92,43.48,48.56,44.44,36.24,48.32,50.72,57.28,33.64,61.04,60.84,62.16,49.36,46.36,46.52,47.08,47.68,45.28,43.88,41.56,36.28,47.04,52.32,56.04,33.64,61.4,59.96,62.16,52.12,37.36,45.88,44.8,47.16,47.2,41.76,43.6,36.8,49.0,51.44,57.88,33.64,61.4,60.28,62.16,45.44,43.64,50.32,43.64,43.24,46.8,44.36,39.04,36.68,50.84,54.28,55.64,33.64,61.76,59.88,62.16,47.88,44.72,42.16,41.72,47.6,45.52,49.16,39.68,35.64,49.64,52.4,53.2
31.88,66.36,68.56,68.6,45.68,47.4,48.28,49.88,47.72,45.52,45.08,46.0,35.0,47.92,57.32,50.32,31.88,66.0,65.8,68.6,50.6,47.28,44.76,52.76,47.0,44.48,42.0,44.56,35.24,50.36,61.92,54.6,31.88,66.64,66.32,68.6,52.76,46.36,47.0,48.88,47.6,50.32,47.48,48.64,35.72,54.12,56.68,60.2,31.88,66.64,67.76,68.6,51.44,42.8,47.44,49.92,45.72,48.28,48.68,45.8,35.08,51.88,59.12,53.76,31.88,67.6,67.32,68.6,44.68,44.36,44.08,42.2,48.64,51.08,48.6,48.68,35.8,58.64,61.48,51.44
31.36,58.2,60.24,63.12,44.84,43.0,43.88,48.0,48.24,41.92,41.36,45.36,35.08,46.64,53.04,51.64,31.36,59.08,61.12,63.12,44.96,43.4,43.92,43.4,44.44,47.12,37.16,43.0,34.6,47.84,61.32,53.52,31.36,60.08,60.88,63.12,46.68,43.64,40.4,43.88,49.04,48.04,46.76,44.88,35.2,51.44,58.2,56.12,31.36,60.08,60.8,63.12,45.48,38.56,46.0,45.68,46.84,44.0,42.68,45.04,35.12,54.6,56.4,52.2,31.36,59.8,60.44,63.12,47.72,36.2,43.36,43.32,49.2,43.0,38.48,41.2,35.12,54.52,62.96,49.16
